Block,StateFIPS,State,Carrier,$775 Locations,$550 Locations,Challenge?
150010210101007,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101050,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101051,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101012,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101023,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101036,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101034,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101024,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101045,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101013,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033031,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033015,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033022,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033021,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033025,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033038,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033024,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033020,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033023,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033012,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033040,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033041,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033042,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033043,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033044,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033045,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210033046,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210102042,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210102043,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210102049,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103057,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103056,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103045,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103028,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103030,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103041,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103055,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103054,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103049,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103048,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103047,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210103031,15,HI,Hawaiian Telecom,12.66346154,0,N
150010212022544,15,HI,Hawaiian Telecom,12.66346154,0,N
150010213001069,15,HI,Hawaiian Telecom,12.66346154,0,N
150010213001107,15,HI,Hawaiian Telecom,12.66346154,0,N
150010213001070,15,HI,Hawaiian Telecom,12.66346154,0,N
150010213001109,15,HI,Hawaiian Telecom,12.66346154,0,N
150010213001104,15,HI,Hawaiian Telecom,12.66346154,0,N
150010213001110,15,HI,Hawaiian Telecom,12.66346154,0,N
150010213001106,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101061,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101058,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101057,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101064,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101056,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101100,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101065,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101063,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101106,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101099,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101097,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101098,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101105,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101001,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101005,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101004,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101104,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101002,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101107,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101108,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101000,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101055,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101054,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101053,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101052,15,HI,Hawaiian Telecom,12.66346154,0,N
150010210101003,15,HI,Hawaiian Telecom,12.66346154,0,N
150010212022592,15,HI,Hawaiian Telecom,12.66346154,0,N
150010212022585,15,HI,Hawaiian Telecom,12.66346154,0,N
150010212022584,15,HI,Hawaiian Telecom,12.66346154,0,N
150010212022594,15,HI,Hawaiian Telecom,12.66346154,0,N
